0:0	despite that , we do n't have the slightest chance of terrorism taking place .	N/A	despite that , there is not the slightest chance for terrorism .	N/A	1	1	0-0 1-1 2-2 7-6 8-7 9-8 10-9 11-10 14-11 3-3 3-4 3-5 4-3 4-4 4-5 5-3 5-4 5-5 6-3 6-4 6-5		 
2098:2098	south korea and north korea technically are still in the state of war .	N/A	technically north and south korea are still at war .	N/A	1	1	0-3 1-4 2-2 3-1 4-4 5-0 6-5 7-6 8-7 9-7 10-7 11-7 12-8 13-9		 
2099:2099	it is needed to gain access to the gifts of the international monetary fund and the world bank .	N/A	you need it to access the international monetary fund and world bank .	N/A	1	1	1-1 2-1 3-3 4-4 5-4 6-4 10-5 11-6 12-7 13-8 14-9 15-10 16-10 17-11 18-12		 
2100:2100	it is for this reason that professor liu yuyinamed the stone as " five-unique stone of china " .	N/A	liu yuyi named this piece of stone based on the above five characters .	N/A	1	1	7-0 10-6 13-11 13-12 15-5 18-13 2-7 2-8 3-7 3-8 4-7 4-8 8-1 8-2 9-3 9-4 9-5		 
2101:2101	among the subjects to be tackled in the meeting is the increased use of the internet in making ticket reservations , according to the source itself .	N/A	among the other topics that would be dealt with in the meeting was the increasing online ticketing .	N/A	1	1	0-0 1-1 2-3 4-6 5-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 14-15 15-15 18-16 19-16 26-17 3-4 3-5		 
2102:2102	the shape and the size of this yuhuashi looks very much like the jade symbols often worn to represent wishes for a long life .	N/A	the shape and size of the yuhua stone are very similar to the auspicious longevity padlock .	N/A	1	1	0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 7-7 8-8 9-9 10-9 11-10 11-11 17-13 18-13 19-13 21-14 22-14 23-14 24-16 12-15 13-15 14-15		 
2103:2103	egypt has already announced that it is prohibiting importing live fowl from abroad , and has strengthened quarantine inspections along its borders and coasts .	N/A	egypt has announced a ban on live fowl imports and will reinforce quarantine inspections at border entries .	N/A	1	1	0-0 1-1 3-2 7-4 8-8 9-6 10-7 14-9 16-11 17-12 18-13 21-15 24-17 15-10 19-14		 
2104:2104	the central leadership also stipulated that the newly appointed secretary of the provincial branch of the party shall be under 59 in age and the provincial governor under 56 .	N/A	cccp also requires that newly appointed secretaries of provincial party committees be under 59 and provincial governors under 56 .	N/A	1	1	3-1 4-2 5-3 6-4 7-4 8-5 9-6 10-7 11-8 12-8 13-8 15-9 16-9 18-11 19-12 20-13 21-13 22-13 23-14 24-15 25-15 26-16 27-17 28-18 29-19 0-0 1-0 2-0 17-11		 
2105:2105	the first is that pakistan is not making active and effective initiatives to encouter terrorists .	N/A	first , pakistan is not launching effective moves to curb terrorism .	N/A	1	1	0-0 1-0 4-2 5-3 6-4 7-5 8-6 9-6 10-6 11-7 12-8 13-9 14-10 15-11		 
2106:2106	it is known that the 19-year-old ding hao is the first disabled orphan college student which has been adopted and brought up by the welfare house since 1949 .	N/A	it 's known that 19 year-old ding hao was the first university student who was raised by an orphanage after the liberation .	N/A	1	1	0-0 1-1 2-2 3-3 5-4 5-5 6-6 7-7 8-8 9-9 10-10 13-11 14-12 22-16 24-18 25-18 28-22 15-13 16-14 16-15 17-14 17-15 18-14 18-15 19-14 19-15 20-14 20-15 21-14 21-15 23-17 26-19 26-20 26-21 27-19 27-20 27-21		 
2107:2107	some members of the group still hold 18 american hostages and one philippines . / end of story /	N/A	and still holds 18 american and philippine hostages . -end of the story-	N/A	1	1	5-1 6-2 7-3 8-4 9-7 10-5 12-6 13-8 15-9 16-10 17-11 17-12 14-9 18-12		 
2108:2108	france is the western country that has sent the largest number of blue-beret troops to the region .	N/A	it is the western countries that sent most blue-helmeted troops to this area .	N/A	1	1	1-1 2-2 3-3 4-4 5-5 7-6 8-7 9-7 10-7 11-7 12-8 13-9 14-10 15-11 16-12 17-13 0-0 6-6		 
2109:2109	zaeef said : " it was confirmed that one plane was shot down " .	N/A	zaeef said , " downing of one plane was confirmed . "	N/A	1	1	0-0 1-1 2-2 3-3 5-8 6-9 8-6 9-7 10-4 11-4 12-4 13-11 14-10		 
2110:2110	the statement said that the two men were forced to work as slave workers in a north korea 's coal mine before running away .	N/A	it was stated that the two were forced to serve as slaves in north korea before fleeing .	N/A	1	1	2-2 3-3 4-4 5-5 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-11 14-12 16-13 17-14 21-15 22-16 23-16 24-17 0-0 1-0		 
2111:2111	lafu thought that such association is possible but there is no way to prove it at this moment .	N/A	lavo thinks it is possible , but has not been confirmed so far .	N/A	1	1	0-0 1-1 5-3 6-4 7-6 10-8 13-9 13-10 15-11 15-12 16-11 16-12 17-11 17-12 18-13 2-1 3-2 4-2 9-7		 
2112:2112	khelil said that among the opec member states , only saudi arabia and the united arab emirates have the actual spare capacity to increase production .	N/A	only saudi arabia and the united arab emirates in the opec members have rooms in increasing production , halile said .	N/A	1	1	0-18 1-19 3-8 4-9 5-10 6-11 7-11 9-0 10-1 11-2 12-3 13-4 14-5 15-6 16-7 17-12 18-13 19-13 20-13 21-13 22-14 23-15 24-16 25-20		 
2113:2113	he expressed that this visit by prime minister li peng will enhance the peace , stability , and security in the region of central asia .	N/A	he said that , premier li 's visit will promote peace , security and stability in central asia .	N/A	1	1	0-0 1-1 2-2 4-7 6-4 7-4 8-5 9-5 10-8 11-9 12-10 13-10 14-11 15-14 17-13 18-12 19-15 23-16 24-17 25-18		 
2114:2114	it is widely said that the general secretary of the liberation party naeda will replace miyazawa after his resignation .	N/A	rumors have it that the secretary general of the liberal party will replace miyazawa .	N/A	1	1	0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 3-0 3-1 3-2 4-3 5-4 6-6 7-5 8-7 9-8 10-9 11-10 13-11 14-12 15-13 19-14		 
2115:2115	but no matter what , there was no way of letting the hopewell groups get involved in it .	N/A	in any event , hopewell group will not be allowed to participate .	N/A	1	1	0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 3-0 3-1 3-2 4-3 5-6 5-7 5-8 5-9 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-6 8-7 8-8 8-9 9-6 9-7 9-8 9-9 11-4 12-4 13-5 14-10 14-11 15-10 15-11 18-12		 
2116:2116	no more detailed explanation was given in the statement .	N/A	the statement gives no further details .	N/A	1	1	0-3 1-4 2-5 3-5 4-2 5-2 7-0 8-1 9-6		 
2117:2117	according to the committee , goenawan published a story in july quoting the words of a chinese woman who was raped .	N/A	the committee said , gunawan quoted a rape victim in an article published in july .	N/A	1	1	0-2 1-2 2-0 3-1 4-3 5-4 6-12 7-10 8-11 9-13 10-14 11-5 12-5 13-5 14-5 15-6 20-7 21-15 16-8 17-8		 
2118:2118	el nino refers to sea surface temperature that is much higher than normal . this affects the airflow and wind , which in turn causes changes in climates in different parts of the world .	N/A	el nino refers to the above-average temperatures of the water 's surface , which affects the air current causing changes of world weather .	N/A	1	1	0-0 1-1 2-2 3-3 4-8 4-9 4-10 5-11 6-6 9-5 10-5 11-5 12-5 13-12 14-13 15-14 16-15 17-16 17-17 18-16 18-17 19-16 19-17 21-18 22-18 23-18 24-18 25-19 27-22 32-21 33-21 34-23 31-7 32-8		 
2119:2119	according to the indian news agency the indian paper trust , railway officials charged passengers on the bus with the accident .	N/A	report of pti said that railway official charged the bus passengers upon the accident .	N/A	1	1	6-2 7-2 8-2 9-2 11-5 12-6 13-7 14-10 16-8 17-9 18-11 19-12 20-13 21-14 0-3 0-4 1-3 1-4 3-0 4-0 5-0		 
2120:2120	he added : " we have dispatched the necessary personnel in rural areas across afra -lsb- sic -rsb- in monitoring sites at the regional level . "	N/A	" we have deployed the necessary members in rural areas , by placing individuals at check points in various areas " .	N/A	1	1	3-0 4-1 5-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 18-11 18-12 19-15 19-16 20-15 20-16 21-17 25-21 26-20 22-18 22-19 23-18 23-19 24-18 24-19		 
2121:2121	hamza declined to disclose the name of the israeli company as well as the fate of their application / request- whether it has been accepted or not .	N/A	hamza refused to reveal the name of the israeli company or to confirm whether its request had been accepted or rejected .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-10 17-15 19-15 20-13 21-14 22-16 23-17 24-18 25-19 26-20 27-21		 
2122:2122	the aircraft 's crash on landing occurred at 14:20 hours , local time , 20:11 gmt , when the aircraft suffered mechanical failures .	N/A	the plane collision took place at 1420 local time , 1120 gmt , when the plane had mechanical failure .	N/A	1	1	0-0 1-1 2-1 3-2 4-2 5-2 6-3 6-4 7-5 8-6 9-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19		 
2123:2123	the two important figures - north korea and united states have not made any concession and the fundamental position of the both sides have not changed a bit .	N/A	the two leading roles a c a c - north korea and us have demonstrated no concessions and their bottom lines remain unyielding .	N/A	1	1	0-0 1-1 2-2 3-3 4-8 5-9 6-10 7-11 8-12 9-12 10-13 11-15 12-14 14-16 15-17 17-19 18-20 23-21 24-21 25-21 26-22 27-22 28-23		 
2124:2124	he said that : " anti-aircraft fire will remain there , but the tactics that we will use will keep us away from fire line . " / end of news /	N/A	he said , there is anti-aircraft fire , but the techniques we use keep us out of range . end of article	N/A	1	1	0-0 1-1 2-1 5-5 6-6 10-7 11-8 12-9 13-10 15-11 17-12 19-13 20-14 21-15 22-16 23-17 24-17 25-18 28-19 29-20 30-21 3-2 7-3 7-4 8-3 8-4 9-3 9-4 16-12 18-13		 
2125:2125	eyewitnesses said that after the grenade exploded , the police immediately surrounded the neighborhood of the embassy .	N/A	witnesses said police encircled areas around the embassy after the grenade exploded .	N/A	1	1	0-0 1-1 3-8 4-9 5-10 6-11 8-2 9-2 10-3 11-3 12-4 13-4 14-5 15-6 16-7 17-12 2-1		 
2126:2126	according to statistics , search and rescue workers have so far found about 28,000 dead bodies on the site of the earthquake and have buried some of the bodies .	N/A	statistics show that 28,000 bodies have been found from the earthquake site and some of them have been buried .	N/A	1	1	0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 8-5 8-6 11-7 13-3 15-4 18-11 19-8 20-9 21-10 22-12 23-16 24-17 24-18 25-13 26-14 29-19 27-15 28-15 17-11		 
2127:2127	similarly , dubai has been preparing for a similar shopping festival since 1996 , and lebanon , since 1997 .	N/A	the emirate of dubai has held marketing months since 1996 as has lebanon since 1997 .	N/A	1	1	2-0 2-1 2-2 2-3 3-4 4-5 5-5 6-5 9-6 9-7 10-6 10-7 11-8 12-9 15-12 17-13 18-14 19-15		 
2128:2128	however , she warned that there still appears to be a credit squeeze .	N/A	however , she warned , tightened credit is still there .	N/A	1	1	0-0 1-1 2-2 3-3 5-9 6-8 10-6 11-6 12-5 13-10 8-7 9-7		 
2129:2129	but powell still did not want to make any commitment .	N/A	but powell has not made any promise .	N/A	1	1	0-0 1-1 4-3 7-4 8-5 9-6 10-7 3-2 5-2 6-2		 
2130:2130	because the fossils had been exposed to the weather on the surface for so long , most of them are broken in pieces .	N/A	exposed out of the earth 's surface for a long time , some of them were broken .	N/A	1	1	4-0 5-0 9-1 9-2 10-3 11-6 12-7 13-8 14-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 23-17		 
2131:2131	several key members of the us republic congressmen had different opinions about the trail of president clinton 's impeachment .	N/A	several key us republican congressmen were caught in disagreement over how to impeach president clinton .	N/A	1	1	0-0 1-1 2-3 3-3 4-2 5-2 6-3 7-4 8-5 8-6 8-7 8-8 9-5 9-6 9-7 9-8 10-5 10-6 10-7 10-8 11-9 15-13 16-14 19-15 12-10 12-11 12-12 13-10 13-11 13-12 14-10 14-11 14-12 17-10 17-11 17-12 18-10 18-11 18-12		 
2132:2132	this appointment came just at the time when a temporary peace agreement was reached by the leaders of israel and palestine before the summit meeting in usa .	N/A	the appointment was made right on the eve of the summit between israel and palestine in america on an interim peace agreement .	N/A	1	1	0-0 1-1 2-2 2-3 8-18 9-19 10-20 11-21 18-12 19-13 20-14 22-9 23-10 24-10 25-15 26-16 27-22 3-4 4-4 5-4 6-4 7-4 12-17 13-17 14-17 15-12 16-12 17-12 21-5 21-6 21-7 21-8		 
2133:2133	he led an attack against our country , and we are pursuing justice in a number of ways and on various fronts .	N/A	he led an attack against our country , and we are making effort to stand up for peace .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-14 11-15 11-16 12-17 22-18 13-11 13-12 13-13 14-11 14-12 14-13 15-11 15-12 15-13 16-11 16-12 16-13 17-11 17-12 17-13 18-11 18-12 18-13 19-11 19-12 19-13 20-11 20-12 20-13 21-11 21-12 21-13		 
2134:2134	it is reported that the 19-year old ding hao is the first university student of handicapped orphan adopted by and grew up in an orphanage since the founding of new china .	N/A	it 's known that 19 year-old ding hao was the first university student who was raised by an orphanage after the liberation .	N/A	1	1	0-0 1-1 2-2 3-3 5-4 5-5 6-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 23-17 24-18 25-19 26-20 27-21 28-21 29-21 30-21 31-22 20-14 20-15 20-16 21-14 21-15 21-16 22-14 22-15 22-16		 
2135:2135	this measure put restraints on economic growth and pushed up the unemployment rate .	N/A	this hinders economic growth and pushes up the unemployment rate .	N/A	1	1	0-0 2-1 3-1 4-1 5-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 13-10		 
2136:2136	ismail declared to journalists that he is bringing a message from the sudanese president , general omar albashir , to his egyptian counterpart , husni mubarak .	N/A	ismail told reporters that he carries a message from sudanese president omar bashir to his egyptian counterpart , hosni mubarak .	N/A	1	1	0-0 1-1 2-1 3-2 4-3 5-4 6-5 7-5 8-6 9-7 10-8 11-9 12-9 13-10 16-11 17-12 19-13 20-14 21-15 22-16 23-17 24-18 25-19 26-20		 
2137:2137	for several years , china has been occupying the number one position in the world in terms of amount of foreign capital attracted .	N/A	china has been leading the world in attracting foreign investment for several years in a row .	N/A	1	1	0-10 1-11 2-12 4-0 5-1 6-2 7-3 8-3 9-3 10-3 11-3 13-4 14-5 15-6 16-6 17-6 20-8 21-9 22-7 23-16		 
2138:2138	he believes that canada and china will be able to become very good cooperating partners .	N/A	he assured that canada and china can become very good partners .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 8-6 9-6 10-7 11-8 12-9 13-10 14-10 15-11		 
2139:2139	the rate of import and export in pudong new zone was balanced this year and there was potential for further development .	N/A	this year , pudong new area saw balanced and powerful increases in both import and export trade .	N/A	1	1	3-13 4-14 5-15 7-3 8-4 9-5 10-6 10-7 11-6 11-7 12-0 13-1 14-8 21-17 17-9 17-10 18-9 18-10 19-9 19-10 20-9 20-10		 
2140:2140	the council of ministers extended the duration of the japanese mission for another six months , ending on the 30th of next september .. according to the foreign ministry .	N/A	according to the foreign ministry , the council of ministers extended the japanese mission for another six months , ending next september 30 .	N/A	1	1	0-6 1-7 2-8 3-9 4-10 5-10 6-10 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-17 15-18 16-19 18-22 19-22 21-20 22-21 24-0 25-1 26-2 27-3 28-4 29-5 29-23 15-5		 
2141:2141	i myself hope that he will stay in office and commit himself to reviving the nation 's economy . "	N/A	i personally hope that he can stay and revive the national economy " .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 8-6 9-7 10-8 11-8 12-8 13-8 14-9 15-10 16-10 17-11 18-13 19-12		 
2142:2142	the old woman 's home is quite close to a location where the splinters of an exploded missile fell to ground two days ago .	N/A	the home of the old woman is close to where missile debris fell two days ago after an explosion .	N/A	1	1	0-3 1-4 2-5 3-2 4-0 4-1 5-6 6-7 7-7 8-8 11-9 16-17 16-18 17-10 18-12 19-12 20-12 21-13 22-14 23-15 24-19 12-11 13-11		 
2143:2143	at the same time , the chinese and the local indonesians were guarding their houses shoulder to shoulder around chinatown at jakarta , the capital of indonesia .	N/A	meanwhile , chinese and local indonesians are guarding their homes together in chinatown area in jakarta , indonesia .	N/A	1	1	0-0 1-0 2-0 3-0 4-1 5-2 6-2 7-3 8-4 9-4 10-5 11-6 12-7 13-8 14-9 15-10 16-10 17-10 18-11 19-12 20-14 21-15 22-16 26-17 27-18		 
2144:2144	in addition to the afghani forces there are also foreign forces that are headquartered in ghazni .	N/A	in addition to afghan forces , foreign troops are also stationed in ghazni .	N/A	1	1	0-0 1-1 2-2 3-3 4-3 5-4 7-8 8-9 9-6 10-7 13-10 14-11 15-12 16-13		 
2145:2145	france is the western country that has sent the largest number of blue-beret troops to the region .	N/A	it has more blue helmet troops in this region than any other western countries .	N/A	1	1	3-12 4-13 6-1 12-3 12-4 13-5 14-6 15-7 16-8 17-14 5-0 8-2 9-2 10-2 11-2		 
2146:2146	north korea states that it is ready to freeze its nuclear facilities provided that the american government lifts up its economic sanctions and restores its energy aid .	N/A	north korea said it will freeze its nuclear facilities if washington lifts its economic sanctions against pyongyang and resumes energy aid .	N/A	1	1	0-0 1-1 2-2 3-2 4-3 8-5 9-6 10-7 11-8 12-9 13-9 14-10 15-10 16-10 17-11 18-11 19-12 20-13 21-14 22-17 23-18 25-19 26-20 27-21 5-4 6-4 7-4		 
2147:2147	we brought up the issues that australia is concerned about , such as the issues of human rights in east timor and the dispatching of military officers to east timor . "	N/A	we mentioned the problems australia is concerned with , such as human rights and dispatching army officers to east timor . "	N/A	1	1	0-0 1-1 2-1 3-2 4-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 16-11 17-12 18-17 19-18 20-19 21-13 22-14 23-14 24-14 25-15 26-16 27-17 28-18 29-19 30-20 31-21		 
2148:2148	the minister of foreign affairs considered that the international community has to " deal with iraq in a different manner in order to find solutions to its problems . "	N/A	the prime minister said that the international community should " deal with iraq in a new way to find solutions to its problems . "	N/A	1	1	0-0 1-1 1-2 2-2 3-2 4-2 5-3 6-4 7-5 8-6 9-7 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-17 22-17 23-18 24-19 25-20 26-21 27-22 28-23 29-24 0-1 0-2 1-0 2-0 2-1 3-0 3-1 4-0 4-1 10-8 11-8		 
2149:2149	canadian foreign minister axworthy expressed on thursday that canada was very much concerned at china 's arrest of persons with different political view .	N/A	canadian foreign minister maxworth said on thursday that canada was very concerned about the arrest of chinese dissidents .	N/A	1	1	0-0 1-1 2-2 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-11 13-12 16-14 17-15 18-17 19-17 20-17 21-17 22-17 23-18 3-3		 
2150:2150	it is supposed that the decision will be approved by two out of three judges to set aside the sentence of death .	N/A	the ruling must be agreed by two out of three judges before a death sentence can be revoked .	N/A	1	1	4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-16 16-17 17-16 17-17 19-14 20-13 21-13 22-18 18-12		 
2151:2151	before this building , the developers had already put 139 apartments for sale in three other stages .	N/A	prior to this , the developer has launched 139 units in three different phases .	N/A	1	1	0-0 0-1 1-2 2-2 3-3 4-4 5-5 6-6 7-6 8-7 9-8 10-9 13-10 14-11 15-12 16-13 17-14		 
2152:2152	the train , which carries 65 passengers , arrived at the attari railroad station at 12:55 o 'clock , according to what the indian press trust news agency reported .	N/A	the train , carrying 65 passengers , arrived at atara railway station at 12:55 , according to the press trust of india news agency .	N/A	1	1	0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-9 12-10 13-11 14-12 15-13 16-13 17-13 18-14 19-15 20-16 22-17 23-20 23-21 24-18 25-19 26-22 27-23 29-24		 
2153:2153	according to nagai , nhk top officials then re-edited the program and watered down its contents .	N/A	nagai said top nhk officials then edited and shortened the program .	N/A	1	1	0-1 1-1 2-0 4-3 5-2 6-4 7-5 9-9 10-10 11-7 16-11 12-6 12-8 13-6 13-8 14-6 14-8 15-6 15-8		 
2154:2154	please listen to the detailed report by michael from the southern america department of the voice of america , announced by yie tian .	N/A	now , please listen to a detailed report from voa south america correspondent mike broadcasted by tian ye .	N/A	1	1	0-2 1-3 2-4 3-5 4-6 5-7 6-8 8-13 10-10 11-11 14-9 15-9 16-9 17-9 19-14 20-15 21-17 22-16 23-18		 
2155:2155	it is worth mentioning that bahrain plays host to the headquarters of the american fifth fleet .	N/A	bahrain hosts the headquarters of the u.s. navy 's fifth fleet .	N/A	1	1	5-0 6-1 7-1 8-1 9-2 10-3 11-4 12-5 13-6 13-7 13-8 14-9 15-10 16-11		 
2156:2156	the statement added , we want to cooperate with all the afghanis that are working towards the restoration of peace in the country and would like to help them on their way to creating stability .	N/A	" we are to work with all afghan officials to achieve peace in the country , and show them the way to permanent peace and development .	N/A	1	1	4-1 5-2 5-3 6-2 6-3 7-4 8-5 9-6 10-7 11-7 19-11 20-12 21-13 22-14 23-16 28-18 30-19 31-20 32-21 35-26 3-0 13-9 14-9 15-9 16-10 17-10 18-10 24-17 25-17 26-17 27-17 33-22 33-23 33-24 33-25 34-22 34-23 34-24 34-25		 
2157:2157	he got a high fever when he was three . as a serious sequela , he suffers infantile paralysis ever since . he was admitted to the institute of children 's welfare on that year .	N/A	a high fever he had at three left him with sequelae of poliomyelitis . he was adopted by the welfare institution in the same year .	N/A	1	1	2-0 3-1 4-2 6-3 8-6 13-10 17-12 18-12 21-13 22-14 23-15 24-16 25-17 26-18 27-20 29-19 30-19 31-19 32-21 34-24 35-25 7-4 7-5 10-9 12-10 16-7 16-8 16-9 33-22 33-23		 
2158:2158	it is worth mentioning that the country located in south asia was the strong ally of the taliban regime in afghanistan , which openly supports bin laden .	N/A	pakistan , located in southern asia , was a powerful ally of the taliban regime in afghanistan that openly supports bin laden .	N/A	1	1	5-0 6-0 7-2 8-3 9-4 10-5 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 22-17 23-18 24-19 25-20 26-21 27-22		 
2159:2159	however , in most cases , they were quickly released .	N/A	but in most cases they are quickly released .	N/A	1	1	0-0 2-1 3-2 4-3 6-4 7-5 8-6 9-7 10-8		 
2160:2160	foreign-invested ventures showed a rapid growth in trade with japan .	N/A	foreign funded venture trade with japan grew rapidly ,	N/A	1	1	0-0 0-1 1-2 2-6 2-7 3-6 3-7 4-6 4-7 5-6 5-7 7-3 8-4 9-5 10-8		 
2161:2161	that would have something of a credibility that can be depended on , in future .	N/A	this has some credibility that may prove useful in the future " .	N/A	1	1	0-0 2-1 3-2 4-2 6-3 7-4 8-5 13-8 14-9 14-10 15-12 9-6 10-6 11-6 5-3		 
2162:2162	the beihai supporting facilities construction project uses us $ 10 million loans from the korea government .	N/A	beihai port conveyance project using us $ 10 million of south korean government loan	N/A	1	1	0-0 1-0 5-3 6-4 7-5 8-6 9-7 10-8 11-13 12-9 14-10 14-11 15-12 2-1 2-2 3-1 3-2 4-1 4-2		 
2163:2163	eyewitnesses said that after the grenade exploded , the police immediately surrounded the neighborhood of the embassy .	N/A	witnesses said police immediately surrounded the embassy after the grenade went off .	N/A	1	1	0-0 1-1 3-7 4-8 5-9 6-10 6-11 8-2 9-2 10-3 11-4 15-5 16-6 17-12		 
2164:2164	in october 2008 police officers will be issued with their everyday winter clothing and everyday overcoats .	N/A	police officers will receive winter service uniforms and service coats in october 2008 .	N/A	1	1	0-10 1-11 2-12 3-0 4-1 5-2 6-3 7-3 8-3 11-4 12-5 12-6 13-7 15-8 15-9 16-13		 
2165:2165	satisfying the kurdish allies is difficult because it provokes the anger of allies and friends at home and abroad .	N/A	satisfying the kurdish allies is hard because it angers allies and friends inside and abroad .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-8 10-8 11-8 12-9 13-10 14-11 15-12 16-12 17-13 18-14 19-15		 
2166:2166	" but there is a shortage of cortisone and she also needs a protein-rich diet which her parents are unable to provide her with . "	N/A	" but we lack cortizone , and she requires a protein-rich diet which her parents are unable to provide . "	N/A	1	1	0-0 1-1 2-2 2-3 3-2 3-3 4-2 4-3 5-2 5-3 6-2 6-3 7-4 8-6 9-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 24-19 25-20		 
2167:2167	it is well known that the state department updates this list every two years .	N/A	the state department changes the list every two years .	N/A	1	1	5-0 6-1 7-2 8-3 9-4 10-5 11-6 12-7 13-8 14-9		 
2168:2168	weldon also expressed his satisfaction over the meetings with democratic people 's republic of korea officials , calling them " outstanding and positive . "	N/A	weldon expressed his satisfaction at meetings with democratic korean officials and described them as " important and positive . "	N/A	1	1	0-0 2-1 3-2 4-3 5-4 6-5 7-5 8-6 9-7 14-8 15-9 17-11 17-13 18-12 19-14 20-15 21-16 22-17 23-18 24-19 16-10		 
2169:2169	abdulrahman alpasha will hold a one-night concert on saturday evening as a tribute to lebanese classical music composers .	N/A	abdul rahman al-basha performed on saturday a solo dedicated to lebanese classical music composers .	N/A	1	1	0-0 0-1 1-2 2-3 3-3 4-3 5-3 6-3 7-4 8-5 9-5 11-6 12-7 13-8 13-9 14-10 15-11 16-12 17-13 18-14 10-6		 
2170:2170	however , there is also a lot of trouble for being in the first place in so many areas .	N/A	however , being no. 1 in every area has its own share of trouble .	N/A	1	1	0-0 1-1 7-12 8-13 10-2 11-3 11-4 12-3 12-4 13-3 13-4 14-3 14-4 15-5 18-7 19-14 2-8 2-9 2-10 2-11 3-8 3-9 3-10 3-11 4-8 4-9 4-10 4-11 16-6 17-6		 
2171:2171	kimpo is located at the west side of seoul .	N/A	kimpo is located west of seoul .	N/A	1	1	0-0 1-1 2-2 3-2 4-3 5-3 6-3 7-4 8-5 9-6		 
2172:2172	- be beneficial for strengthening the international competition ability of hong kong products .	N/A	it will strengthen the international competitiveness of hongkong 's product .	N/A	1	1	5-3 6-4 7-5 8-5 9-6 10-7 10-8 11-7 11-8 12-9 13-10 1-1 1-2 2-1 2-2 3-1 3-2 4-1 4-2		 
2173:2173	the european delegate said that all sides " want to get out of the deadlock " that the peace process has fallen into .	N/A	the european envoy said all parties " want this impasse in the peace process to end . "	N/A	1	1	0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-14 10-15 11-15 12-15 13-9 14-9 15-17 17-11 18-12 19-13 23-16 16-10		 
2174:2174	he expressed " a lot of concern " over this .	N/A	he was " very concerned " with this .	N/A	1	1	0-0 1-1 1-3 1-4 2-2 3-1 3-3 3-4 4-1 4-3 4-4 5-1 5-3 5-4 6-1 6-3 6-4 7-5 8-6 9-7 10-8		 
2175:2175	sri lankan government and ltte signed an agreement in february last year , and both sides started to enforce an official cease-fire .	N/A	the sri lanka government and the tigers signed agreement and began formal ceasefire last february .	N/A	1	1	0-0 0-1 1-2 2-3 3-4 4-5 4-6 5-7 7-8 8-14 9-14 10-13 11-13 13-9 16-10 17-10 20-11 21-12 22-15 6-8 14-1 14-2 14-3 14-4 14-5 14-6 15-1 15-2 15-3 15-4 15-5 15-6		 
2176:2176	as the verbal attacks between the two sides escalated to military actions , the united states launched two surgical air strikes against libya called " prairie fire " and " el dorado canyon . "	N/A	the oral disputes turn into armed confrontation and us launched 2 surgical air attacks entitled " prairie fire " and " el dorado canyon " .	N/A	1	1	1-0 2-1 3-2 8-3 9-4 10-5 10-6 11-5 11-6 12-7 13-8 14-8 15-8 16-9 17-10 18-11 19-12 20-13 23-14 24-15 25-16 26-17 27-18 28-19 29-20 30-21 31-22 32-23 33-25 34-24		 
2177:2177	john kerry said , referencing national intelligence reports , that al qaeda is running itself again and has rooted power in the tribal area of pakistan .	N/A	referring to us intelligence reports , kerry said that al-qaeda has reorganized in the tribal areas of pakistan .	N/A	1	1	0-6 1-6 2-7 4-0 4-1 5-2 6-3 7-4 8-5 9-8 10-9 11-9 20-12 21-13 22-14 23-15 24-16 25-17 26-18 12-10 13-11 14-11 15-11 16-11 17-11 18-11 19-11		 
